Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime	PhysicalDamageBase	PhysicalMagicBase	PoisonDamageBase	PoisonMagicBase	ColdDamageBase	ColdMagicBase	FireDamageBase	FireMagicBase	LightingDamageBase	LightingMagicBase	AuraSkillId	AuraSkillLevel	PasstSkillId	PasstSkillLevel	IsRevive	AIParam10
Đại Xuân Ngưu	0	5	3	0							boss080	0	0	0	0	0	24	27	21	10	24	12	876	0|20	302	0|20	931	0|20	930	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	30000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	600	1	50	25	25	35	15	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	120		3	0|1728	0|3000	0|0	0|1500	0|0	0|3000	0|0	0|4400	0|0	0|3000	539	0|20	297	0|60		
Ngưu Ma Vương	0	5	3	0							boss081	0	0	0	0	0	24	27	21	10	24	12	876	0|10	359	0|10	931	0|10	930	0|10		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	40000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	600	1	50	25	25	35	15	30	50	0	0	0|243	0|243	0|243	0|243	0|243	85	85	85	85	85	1080	120		3	0|1728	0|3000	0|0	0|1500	0|0	0|3000	0|0	0|4400	0|0	0|3000	86	0|20	297	0|60		
Cây Tương Tư Nở Hoa	3	6	0	0							passerby256	0	0	0	0	0	1	1	1	1	1	1																																								400		700																						90		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Cây Tương Tư nở đầy Đậu Tương Tư	3	6	0	0							passerby257	0	0	0	0	0	1	1	1	1	1	1																																								400		700																						90		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
³ÔấÙÄắ	3	6	0	0							npc090216001	0	0	0	0	0	1	1	1	1	1	1																																								400		700																						90		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ÍũÁộÄắ	3	6	0	0							npc090216002	0	0	0	0	0	1	1	1	1	1	1																																								400		700																						90		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Hoa Cúc	3	6	0	0							passerby258	0	0	0	0	0	33	33	33	33	33	33																																								400		700																						90		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Hoa Lan	3	6	0	0							passerby259	0	0	0	0	0	33	33	33	33	33	33																																								400		700																						90		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Bách Hợp	3	6	0	0							passerby260	0	0	0	0	0	33	33	33	33	33	33																																								400		700																						90		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
<<ẻ´ãưềở>>	3	6	0	0							passerby261	0	0	0	0	0	33	33	33	33	33	33																																								400		700																						90		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
<<ẻ´ãưềở>>	3	6	0	0							passerby262	0	0	0	0	0	33	33	33	33	33	33																																								400		700																						90		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
<<ẻ´ãưềở>>	3	6	0	0							passerby263	0	0	0	0	0	33	33	33	33	33	33																																								400		700																						90		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
²ẫằăễụ	0	5	2	24			420				enemy205	0	0	0	0	0	24	27	21	10	24	12	876	0|20	359	0|20	931	0|20	930	0|20		\script\npclevelscript\makeboss.lua	100	0	0	1	100	0	0	40000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	1000	1	50	25	25	35	15	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	120		3	0|1728	0|3000	0|0	0|1500	0|0	0|3000	0|0	0|4400	0|0	0|3000	539	0|20	297	0|60		
Cửu Châu Thị Vệ	0	5	4	5			420				boss015	0	0	0	0	0	36	40	24	10	10	10	375	1|-40	876	1|-40	53	1|-40	236	1|-40		\script\npclevelscript\npc_fenglingdunan.lua	100	3000	0	0	100	30000	0	0	0|0.05	100	0	20	0	100	0	20	-400	100	0	6	-250	100	0	8	-380	6	6	9	9	400	50	700	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	95	95	95	95	95	810	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ềỵẫớẽíÚồÄé	0	5	4	0			420				enemy205	0	0	0	0	0	36	40	24	10	10	10	0	0|0	0	0|0	0	0|0	0	0|0		\script\npclevelscript\npc_fenglingdunan.lua	100	3000	0	0	100	30000	0	0	0|0.05	100	0	20	0	100	0	20	-400	100	0	6	-250	100	0	8	-380	6	6	9	9	400	50	700	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	95	95	95	95	95	810	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	945	0|1		0|0		
ắÅệíÍ³Áỡ	3	6	0	0			165				boss024	0	0	0	0	0	37	38	20	11	10	10	323	0|35	323	0|35	40	0|30	40	0|30		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	15	15	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1440	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	146	0|20	297	0|60		
Tống binh	3	6	0	0							passerby264	0	0	0	0	0	1	1	1	1	1	1																																								400		700																						200		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Kim binh	3	6	0	0							passerby265	0	0	0	0	0	1	1	1	1	1	1																																								400		700																						200		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
TruRong	3	6	0	0							passerby266	0	0	0	0	0	1	1	1	1	1	1																																								400		700																						200		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Laonamay	3	6	0	0							passerby267	0	0	0	0	0	1	1	1	1	1	1																																								400		700																						200		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Thư sinh 1	3	6	0	0							passerby268	0	0	0	0	0	1	1	1	1	1	1																																								400		700																						200		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
BossEventTet	3	6	0	0							passerby269	0	0	0	0	0	1	1	1	1	1	1																																								400		700																						200		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
èỡẩèÅđ	3	6	0	0							passerby270	0	0	0	0	0	1	1	1	1	1	1																																								400		700																						200		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
èỡẩèÄé	3	6	0	0							passerby271	0	0	0	0	0	1	1	1	1	1	1																																								400		700																						200		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
èỡÍừÅđ	3	6	0	0							passerby272	0	0	0	0	0	1	1	1	1	1	1																																								400		700																						200		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
èỡÍừÄé	3	6	0	0							passerby273	0	0	0	0	0	1	1	1	1	1	1																																								400		700																						200		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ẫÙÁệÄé	3	6	0	0							passerby274	0	0	0	0	0	1	1	1	1	1	1																																								400		700																						200		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ảởÃẳÅđ	3	6	0	0							passerby275	0	0	0	0	0	1	1	1	1	1	1																																								400		700																						200		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ÀƠÂỉÅđ	3	6	0	0							passerby276	0	0	0	0	0	1	1	1	1	1	1																																								400		700																						200		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ÀƠÂỉÄé	3	6	0	0							passerby277	0	0	0	0	0	1	1	1	1	1	1																																								400		700																						200		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Kim Phó tướng 1	3	6	0	0							passerby278	0	0	0	0	0	1	1	1	1	1	1																																								400		700																						200		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Kim Phó tướng 1	3	6	0	0							passerby279	0	0	0	0	0	1	1	1	1	1	1																																								400		700																						200		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
´ọẹèÅđ	3	6	0	0							passerby280	0	0	0	0	0	1	1	1	1	1	1																																								400		700																						200		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
èỡìểÅđ	3	6	0	0							passerby281	0	0	0	0	0	1	1	1	1	1	1																																								400		700																						200		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
èỡìểÄé	3	6	0	0							passerby282	0	0	0	0	0	1	1	1	1	1	1																																								400		700																						200		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nhím béo phì	0	5	2	1			61				ani019	0	0	0	0	0	35	35	31	11	22	14	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\animal.lua	1	0	1	1	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0	0	0	100	0	0	0	4	4	18	18	400	30	700	4	80	40	10	0	0	0	10	0	0	0|0.6	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	32400	100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Àốẫệ	3	6	0	0			131				boss059	0	0	0	0	0	37	38	20	11	10	10	302	0|20	351	0|20	302	0|20	342	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	6750000	0|3200	100	0	0	6000	100	0	0	1600	100	0	0	0	100	0	0	0	6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|100	0|100	95	95	95	95	95	1440	115		3	0|655	0|0	0|0	0|380	0|0	0|0	0|0	0|0	0|0	0|0	51	0|30	297	0|60		
damahu_ib	0	5	3	24			115				enemy006	0	0	0	0	0	24	27	21	10	24	12	375	0|20	353	0|20	362	0|20	380	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	30000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|1728	0|3000	0|0	0|600	0|0	0|2200	0|0	0|3500	0|0	0|1380	16	0|50	297	0|60		
Nội Các Thượng Thư (Tống)	3	6	0				146				enemy003	0	0	0	0	0	38	38																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Nội Các Thượng Thư (Kim)	3	6	0				146				enemy103	0	0	0	0	0	38	38																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ẵðÁỳấạ	0	5	3	0							boss065	0	0	0	0	0	37	38	20	11	10	10	931	0|20	933	0|1	931	0|20	949	0|1		\script\npclevelscript\makeboss.lua	0	0	0	0	100	0	0	15000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	96	95	95	95	95	1080	100		3	0|2000	0|2000	0|0	0|1200	0|0	0|2200	0|0	0|3500	0|0	0|1500	16	0|50	297	0|60		
ềứãùấạ	0	5	3	0							boss073	0	0	0	0	0	24	27	21	10	24	12	931	0|20	931	0|20	949	0|20	949	0|20		\script\npclevelscript\makeboss.lua	0	0	0	0	100	0	0	15000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	10	10	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	96	95	95	95	95	1080	100		3	0|2000	0|2000	0|0	0|1200	0|0	0|2200	0|0	0|3500	0|0	0|1500	16	0|50	297	0|60		
ẵðÁỳấèẻÀ	0	5	3	0							boss071	0	0	0	0	0	37	38	20	11	10	10	236	0|20	236	0|20	236	0|20	236	0|20		\script\npclevelscript\makeboss.lua	0	0	0	0	100	0	0	1100000	0|1000	100	0	0	800	100	0	0	1400	100	0	0	0	100	0	0	0	6	6	12	12	800	100	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	95	95	95	95	95	810	100		6	0|0	0|0	0|0	0|0	0|0	0|3000	0|0	0|0	0|0	0|0	86	0|10	297	0|30		
ềứãùấèÅđ	0	5	3	0							enemy223	0	0	0	0	0	19	19	20	11	10	10	236	0|20	236	0|20	236	0|20	236	0|20		\script\npclevelscript\makeboss.lua	0	0	0	0	100	0	0	1100000	0|1000	100	0	0	800	100	0	0	1400	100	0	0	0	100	0	0	0	6	6	12	12	800	100	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	95	95	95	95	95	810	100		6	0|0	0|0	0|0	0|0	0|0	0|3000	0|0	0|0	0|0	0|0	86	0|10	297	0|30		
ẵðÁỳệựìể	0	5	0	0							enemy190	0	0	0	0	0	10	10	10	10	10	10	8	0|8	8	0|8	8	0|8	8	0|8		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	500000	0|10	100	0	0	0	100	0	0	1800	100	0	0	0	100	0	0	0	0	0			800	100	1000	1	0	0	0	0	0	0	0	0	0	75|0	75|0	75|0	75|0	75|0	75	75	75	75	75	30000	300		10	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	309	0|1		
ềứÁỳệựìể	0	5	0	0							enemy191	0	0	0	0	0	10	10	10	10	10	10	8	0|8	8	0|8	8	0|8	8	0|8		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	500000	0|10	100	0	0	0	100	0	0	1800	100	0	0	0	100	0	0	0	0	0			800	100	1000	1	0	0	0	0	0	0	0	0	0	75|0	75|0	75|0	75|0	75|0	75	75	75	75	75	30000	300		10	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	309	0|1		
ẽÄềằễ´	3	6	0	0			165				boss026	0	0	0	0	0	36	36	28	11	18	14	53	1|0	53	1|0	53	1|0	53	1|0			100	0	0	0	100	0	0	1500000	0|1200	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	18	18	1800	100	1500	1	50	0	25	25	25	30	50	0	0	0|100	0|100	0|100	0|100	0|100	80	80	80	80	80	1	100		3	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60		
èùềằầỗ	3	6	0	0			165				boss028	0	0	0	0	0	36	36	28	11	18	14	53	1|0	53	1|0	53	1|0	53	1|0			100	0	0	0	100	0	0	1500000	0|1200	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	18	18	1800	100	1500	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|100	0|100	80	80	80	80	80	1	100		3	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60		
ắýềằẵÊ	3	6	0	0			165				boss025	0	0	0	0	0	36	36	28	11	18	14	53	1|0	53	1|0	53	1|0	53	1|0			100	0	0	0	100	0	0	1500000	0|1200	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	18	18	1800	100	1500	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|100	0|100	80	80	80	80	80	1	100		3	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60		
Áệềằẽẳ	3	6	0	0			165				boss027	0	0	0	0	0	36	36	28	11	18	14	53	1|0	53	1|0	53	1|0	53	1|0			100	0	0	0	100	0	0	1500000	0|1200	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	18	18	1800	100	1500	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|100	0|100	80	80	80	80	80	1	100		3	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60		
Thần Nông Lão Gia	3	6	0	0							passerby050	0	0	0	0	0	24	28																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
<<ẻ´ãưềở>>	3	6	1	0							passerby283	0	0	0	0	0	1	1																																													400		700													0|0								80		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Bé Long	3	6	1	0			165				boss035	0	0	0	0	0	36	36	28	11	18	14										\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	1500000	0|1200	100	0	0	3300	100	0	0	1700	100	0	0	234	100	0	0	234	12	12	18	18	1800	100	1500	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|100	0|100	80	80	80	80	80	1	100		3	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	547	0|60		
Linh Miêu	0	5	4	1			94				ani052	0	0	0	0	0	14	22	22	7	8	12										\script\npclevelscript\makeboss.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	18	18	400	10	700	3	50	30	50	40	70	0	0	20	0	0|0.5	0|0.6	0|0.5	0|0	0|0.5	75	90	75	60	75	960	100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Thiên Ưng	0	5	4	1			83				ani041	0	0	0	0	0	9	9	15	10	4	7	1	0|20	1	0|20	1	0|20	1	0|20		\script\npclevelscript\makeboss.lua	0	0	0	0	100	0	0	20000000	0|1400	100			3300	100	0	0	2400	100	0	0	0	100	0	0	0	0	0	0	0	0	100	2000	1	0	0	0	0	0	0	0	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	160		36	0|1728	0|3000	0|0	0|1500	0|0	0|3000	0|0	0|4400	0|0	0|3000	964	0|30	297	0|60		
Địa Xà	0	5	0	1			79				ani037	0	0	0	0	0	27	27	24	10	11	15	1	0|20	1	0|20	1	0|20	1	0|20		\script\npclevelscript\makeboss.lua	0	0	0	0	100	0	0	20000000	0|1400	100			3300	100	0	0	2400	100	0	0	0	100	0	0	0	0	0	0	0	0	100	2000	1	0	0	0	0	0	0	0	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		36	0|1728	0|3000	0|0	0|1500	0|0	0|3000	0|0	0|4400	0|0	0|3000	964	0|30	297	0|60		
Cây đa thần kỳ	3	6	4								passerby292	0	0	0	0	0	15	15	15	15	15	15	1	0|0	1	0|0	1	0|0	1	0|0			100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		60		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Cây đa nguyệt thần	3	6	4								passerby293	0	0	0	0	0	15	15	15	15	15	15	1	0|0	1	0|0	1	0|0	1	0|0			100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		60		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Bánh Đại Cát	3	6	4								passerby294	0	0	0	0	0	15	15	15	15	15	15	1	0|0	1	0|0	1	0|0	1	0|0			100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		60		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
´úẳê±ýềằ°ở	3	6	4								passerby295	0	0	0	0	0	15	15	15	15	15	15	1	0|0	1	0|0	1	0|0	1	0|0			100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		60		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ổẽảð	3	6	4								passerby284	0	0	0	0	0	64	64	104	96	96	48	1	0|0	1	0|0	1	0|0	1	0|0			100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Hậu Nghệ 	3	6	4								passerby285	0	0	0	0	0	8	8	136	192	192	80	1	0|0	1	0|0	1	0|0	1	0|0			100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
²ấặỡ(Àảẫô³¯ìú)	3	6	4								passerby286	0	0	0	0	0	9	9	9	9	9	9	1	0|0	1	0|0	1	0|0	1	0|0			100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		300		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
²ấặỡ(ằặẫô³¯ểề)	3	6	4								passerby287	0	0	0	0	0	9	9	9	9	9	9	1	0|0	1	0|0	1	0|0	1	0|0			100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		300		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
²ấặỡ(ºỡẫô³¯ìú)	3	6	4								passerby288	0	0	0	0	0	9	9	9	9	9	9	1	0|0	1	0|0	1	0|0	1	0|0			100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		300		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
²ấặỡ(ºỡẫô³¯ểề)	3	6	4								passerby289	0	0	0	0	0	9	9	9	9	9	9	1	0|0	1	0|0	1	0|0	1	0|0			100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		300		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
²ấặỡ(ằặẫô³¯ìú)	3	6	4								passerby290	0	0	0	0	0	9	9	9	9	9	9	1	0|0	1	0|0	1	0|0	1	0|0			100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		300		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
²ấặỡ(Àảẫô³¯ểề)	3	6	4								passerby291	0	0	0	0	0	9	9	9	9	9	9	1	0|0	1	0|0	1	0|0	1	0|0			100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		300		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Hằng Nga	3	6	4								passerby296	0	0	0	0	0	64	64	64	64	64	64	1	0|0	1	0|0	1	0|0	1	0|0			100	0	0	0	100	0	0	80000	0|200	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Íừìụ(ậẻẵðếẵ³ĂBOSS)	0	5	0	0			165				boss024	0	0	0	0	0	37	38	20	11	10	10	321	0|25	319	0|25	40	0|25	40	0|25		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|4400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	15	15	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|100	0|90	0|90	0|100	0|100	95	95	95	95	95	1440	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	16	0|25	297	0|60		
